TRD_DD,ISU_SRT_CD,ADJ_FACTOR
20250814,000020,
20250818,000020,1
20250814,000040,
20250818,000040,1
20250814,000050,
20250818,000050,1
20250814,000070,
20250818,000070,1
20250814,000075,
20250818,000075,1
20250814,000080,
20250818,000080,1
20250814,000087,
20250818,000087,1
20250814,000100,
20250818,000100,1
20250814,000105,
20250818,000105,1
20250814,000120,
20250818,000120,1
20250814,000140,
20250818,000140,1
20250814,000145,
20250818,000145,1
20250814,000150,
20250818,000150,1
20250814,000155,
20250818,000155,1
20250814,000157,
20250818,000157,1
20250814,000180,
20250818,000180,1
20250814,000210,
20250818,000210,1
20250814,000215,
20250818,000215,1
20250814,000220,
20250818,000220,1
20250814,000225,
20250818,000225,1
20250814,000227,
20250818,000227,1
20250814,000230,
20250818,000230,1
20250814,000240,
20250818,000240,1
20250814,000250,
20250818,000250,1
20250814,000270,
20250818,000270,1
20250814,000300,
20250818,000300,1
20250814,000320,
20250818,000320,1
20250814,000325,
20250818,000325,1
20250814,000370,
20250818,000370,1
20250814,000390,
20250818,000390,1
20250814,000400,
20250818,000400,1
20250814,000430,
20250818,000430,1
20250814,000440,
20250818,000440,1
20250814,000480,
20250818,000480,1
20250814,000490,
20250818,000490,1
20250814,0004Y0,
20250818,0004Y0,1
20250814,000500,
20250818,000500,1
20250814,000520,
20250818,000520,1
20250814,000540,
20250818,000540,1
20250814,000545,
20250818,000545,1
20250814,000590,
20250818,000590,1
20250814,000640,
20250818,000640,1
20250814,000650,
20250818,000650,1
20250814,000660,
20250818,000660,1
20250814,000670,
20250818,000670,1
20250814,000680,
20250818,000680,1
20250814,000700,
20250818,000700,1
20250814,000720,
20250818,000720,1
20250814,000725,
20250818,000725,1
20250814,000760,
20250818,000760,1
20250814,000810,
20250818,000810,1
20250814,000815,
20250818,000815,1
20250814,000850,
20250818,000850,1
20250814,000860,
20250818,000860,1
20250814,000880,
20250818,000880,1
20250814,00088K,
20250818,00088K,1
20250814,000890,
20250818,000890,1
20250814,000910,
20250818,000910,1
20250814,000950,
20250818,000950,1
20250814,000970,
20250818,000970,1
20250814,000990,
20250818,000990,1
20250814,001000,
20250818,001000,1
20250814,001020,
20250818,001020,1
20250814,001040,
20250818,001040,1
20250814,001045,
20250818,001045,1
20250814,00104K,
20250818,00104K,1
20250814,001060,
20250818,001060,1
20250814,001065,
20250818,001065,1
20250814,001067,
20250818,001067,1
20250814,001070,
20250818,001070,1
20250814,001080,
20250818,001080,1
20250814,001120,
20250818,001120,1
20250814,001130,
20250818,001130,1
20250814,001140,
20250818,001140,1
20250814,001200,
20250818,001200,1
20250814,001210,
20250818,001210,1
20250814,001230,
20250818,001230,1
20250814,001250,
20250818,001250,1
20250814,001260,
20250818,001260,1
20250814,001270,
20250818,001270,1
20250814,001275,
20250818,001275,1
20250814,001290,
20250818,001290,1
20250814,001340,
20250818,001340,1
20250814,001360,
20250818,001360,1
20250814,001380,
20250818,001380,1
20250814,001390,
20250818,001390,1
20250814,001420,
20250818,001420,1
20250814,001430,
20250818,001430,1
20250814,001440,
20250818,001440,1
20250814,001450,
20250818,001450,1
20250814,001460,
20250818,001460,1
20250814,001465,
20250818,001465,1
20250814,001470,
20250818,001470,1
20250814,001500,
20250818,001500,1
20250814,001510,
20250818,001510,1
20250814,001515,
20250818,001515,1
20250814,001520,
20250818,001520,1
20250814,001525,
20250818,001525,1
20250814,001527,
20250818,001527,1
20250814,001530,
20250818,001530,1
20250814,001540,
20250818,001540,1
20250814,001550,
20250818,001550,1
20250814,001560,
20250818,001560,1
20250814,001570,
20250818,001570,1
20250814,001620,
20250818,001620,1
20250814,001630,
20250818,001630,1
20250814,001680,
20250818,001680,1
20250814,001685,
20250818,001685,1
20250814,001720,
20250818,001720,1
20250814,001740,
20250818,001740,1
20250814,001750,
20250818,001750,1
20250814,001755,
20250818,001755,1
20250814,001770,
20250818,001770,1
20250814,001780,
20250818,001780,1
20250814,001790,
20250818,001790,1
20250814,001795,
20250818,001795,1
20250814,001800,
20250818,001800,1
20250814,001810,
20250818,001810,1
20250814,001820,
20250818,001820,1
20250814,001840,
20250818,001840,1
20250814,001940,
20250818,001940,1
20250814,002020,
20250818,002020,1
20250814,002025,
20250818,002025,1
20250814,002030,
20250818,002030,1
20250814,002070,
20250818,002070,1
20250814,002100,
20250818,002100,1
20250814,002140,
20250818,002140,1
20250814,002150,
20250818,002150,1
20250814,002170,
20250818,002170,1
20250814,002200,
20250818,002200,1
20250814,002210,
20250818,002210,1
20250814,002220,
20250818,002220,1
20250814,002230,
20250818,002230,1
20250814,002240,
20250818,002240,1
20250814,002290,
20250818,002290,1
20250814,002310,
20250818,002310,1
20250814,002320,
20250818,002320,1
20250814,002350,
20250818,002350,1
20250814,002355,
20250818,002355,1
20250814,002360,
20250818,002360,1
20250814,002380,
20250818,002380,1
20250814,002390,
20250818,002390,1
20250814,002410,
20250818,002410,1
20250814,002420,
20250818,002420,1
20250814,002450,
20250818,002450,1
20250814,002460,
20250818,002460,1
20250814,002600,
20250818,002600,1
20250814,002620,
20250818,002620,1
20250814,002630,
20250818,002630,1
20250814,002680,
20250818,002680,1
20250814,002690,
20250818,002690,1
20250814,002700,
20250818,002700,1
20250814,002710,
20250818,002710,1
20250814,002720,
20250818,002720,1
20250814,002760,
20250818,002760,1
20250814,002780,
20250818,002780,1
20250814,002785,
20250818,002785,1
20250814,002787,
20250818,002787,1
20250814,002790,
20250818,002790,1
20250814,002795,
20250818,002795,1
20250814,00279K,
20250818,00279K,1
20250814,002800,
20250818,002800,1
20250814,002810,
20250818,002810,1
20250814,002820,
20250818,002820,1
20250814,002840,
20250818,002840,1
20250814,002870,
20250818,002870,1
20250814,002880,
20250818,002880,1
20250814,002900,
20250818,002900,1
20250814,002920,
20250818,002920,1
20250814,002960,
20250818,002960,1
20250814,002990,
20250818,002990,1
20250814,002995,
20250818,002995,1
20250814,003000,
20250818,003000,1
20250814,003010,
20250818,003010,1
20250814,003030,
20250818,003030,1
20250814,003060,
20250818,003060,1
20250814,003070,
20250818,003070,1
20250814,003075,
20250818,003075,1
20250814,003080,
20250818,003080,1
20250814,003090,
20250818,003090,1
20250814,0030R0,
20250818,0030R0,1
20250814,003100,
20250818,003100,1
20250814,003120,
20250818,003120,1
20250814,003160,
20250818,003160,1
20250814,003200,
20250818,003200,1
20250814,003220,
20250818,003220,1
20250814,003230,
20250818,003230,1
20250814,003240,
20250818,003240,1
20250814,003280,
20250818,003280,1
20250814,003300,
20250818,003300,1
20250814,003310,
20250818,003310,1
20250814,003350,
20250818,003350,1
20250814,003380,
20250818,003380,1
20250814,003460,
20250818,003460,1
20250814,003465,
20250818,003465,1
20250814,003470,
20250818,003470,1
20250814,003475,
20250818,003475,1
20250814,003480,
20250818,003480,1
20250814,003490,
20250818,003490,1
20250814,003495,
20250818,003495,1
20250814,003520,
20250818,003520,1
20250814,003530,
20250818,003530,1
20250814,003535,
20250818,003535,1
20250814,003540,
20250818,003540,1
20250814,003545,
20250818,003545,1
20250814,003547,
20250818,003547,1
20250814,003550,
20250818,003550,1
20250814,003555,
20250818,003555,1
20250814,003560,
20250818,003560,1
20250814,003570,
20250818,003570,1
20250814,003580,
20250818,003580,1
20250814,003610,
20250818,003610,1
20250814,003620,
20250818,003620,1
20250814,003650,
20250818,003650,1
20250814,003670,
20250818,003670,1
20250814,003680,
20250818,003680,1
20250814,003690,
20250818,003690,1
20250814,003720,
20250818,003720,1
20250814,003780,
20250818,003780,1
20250814,0037T0,
20250818,0037T0,1
20250814,003800,
20250818,003800,1
20250814,003830,
20250818,003830,1
20250814,003850,
20250818,003850,1
20250814,003920,
20250818,003920,1
20250814,003925,
20250818,003925,1
20250814,003960,
20250818,003960,1
20250814,004000,
20250818,004000,1
20250814,004020,
20250818,004020,1
20250814,004060,
20250818,004060,1
20250814,004080,
20250818,004080,1
20250814,004090,
20250818,004090,1
20250814,004100,
20250818,004100,1
20250814,004105,
20250818,004105,1
20250814,004140,
20250818,004140,1
20250814,004150,
20250818,004150,1
20250814,004170,
20250818,004170,1
20250814,0041B0,
20250818,0041B0,1
20250814,0041J0,
20250818,0041J0,1
20250814,0041L0,
20250818,0041L0,1
20250814,004250,
20250818,004250,1
20250814,004255,
20250818,004255,1
20250814,004270,
20250818,004270,1
20250814,004310,
20250818,004310,1
20250814,004360,
20250818,004360,1
20250814,004365,
20250818,004365,1
20250814,004370,
20250818,004370,1
20250814,004380,
20250818,004380,1
20250814,004410,
20250818,004410,1
20250814,004415,
20250818,004415,1
20250814,004430,
20250818,004430,1
20250814,004440,
20250818,004440,1
20250814,004450,
20250818,004450,1
20250814,004490,
20250818,004490,1
20250814,004540,
20250818,004540,1
20250814,004545,
20250818,004545,1
20250814,004560,
20250818,004560,1
20250814,004590,
20250818,004590,1
20250814,004650,
20250818,004650,1
20250814,004690,
20250818,004690,1
20250814,004700,
20250818,004700,1
20250814,004710,
20250818,004710,1
20250814,004720,
20250818,004720,1
20250814,004770,
20250818,004770,1
20250814,004780,
20250818,004780,1
20250814,004800,
20250818,004800,1
20250814,004830,
20250818,004830,1
20250814,004835,
20250818,004835,1
20250814,004840,
20250818,004840,1
20250814,004870,
20250818,004870,1
20250814,004890,
20250818,004890,1
20250814,004910,
20250818,004910,1
20250814,004920,
20250818,004920,1
20250814,004960,
20250818,004960,1
20250814,004970,
20250818,004970,1
20250814,004980,
20250818,004980,1
20250814,004985,
20250818,004985,1
20250814,004990,
20250818,004990,1
20250814,00499K,
20250818,00499K,1
20250814,005010,
20250818,005010,1
20250814,005030,
20250818,005030,1
20250814,005070,
20250818,005070,1
20250814,005090,
20250818,005090,1
20250814,005110,
20250818,005110,1
20250814,005160,
20250818,005160,1
20250814,005180,
20250818,005180,1
20250814,005250,
20250818,005250,1
20250814,005257,
20250818,005257,1
20250814,005290,
20250818,005290,1
20250814,005300,
20250818,005300,1
20250814,005305,
20250818,005305,1
20250814,005320,
20250818,005320,1
20250814,005360,
20250818,005360,1
20250814,005380,
20250818,005380,1
20250814,005385,
20250818,005385,1
20250814,005387,
20250818,005387,1
20250814,005389,
20250818,005389,1
20250814,005390,
20250818,005390,1
20250814,005420,
20250818,005420,1
20250814,005430,
20250818,005430,1
20250814,005440,
20250818,005440,1
20250814,005490,
20250818,005490,1
20250814,005500,
20250818,005500,1
20250814,005610,
20250818,005610,1
20250814,005670,
20250818,005670,1
20250814,005680,
20250818,005680,1
20250814,005690,
20250818,005690,1
20250814,005710,
20250818,005710,1
20250814,005720,
20250818,005720,1
20250814,005725,
20250818,005725,1
20250814,005740,
20250818,005740,1
20250814,005745,
20250818,005745,1
20250814,005750,
20250818,005750,1
20250814,005800,
20250818,005800,1
20250814,005810,
20250818,005810,1
20250814,005820,
20250818,005820,1
20250814,005830,
20250818,005830,1
20250814,005850,
20250818,005850,1
20250814,005860,
20250818,005860,1
20250814,005870,
20250818,005870,1
20250814,005880,
20250818,005880,1
20250814,005930,
20250818,005930,1
20250814,005935,
20250818,005935,1
20250814,005940,
20250818,005940,1
20250814,005945,
20250818,005945,1
20250814,005950,
20250818,005950,1
20250814,005960,
20250818,005960,1
20250814,005965,
20250818,005965,1
20250814,005990,
20250818,005990,1
20250814,006040,
20250818,006040,1
20250814,006050,
20250818,006050,1
20250814,006060,
20250818,006060,1
20250814,006090,
20250818,006090,1
20250814,006110,
20250818,006110,1
20250814,006120,
20250818,006120,1
20250814,006125,
20250818,006125,1
20250814,006140,
20250818,006140,1
20250814,006200,
20250818,006200,1
20250814,006220,
20250818,006220,1
20250814,006260,
20250818,006260,1
20250814,006280,
20250818,006280,1
20250814,006340,
20250818,006340,1
20250814,006345,
20250818,006345,1
20250814,006360,
20250818,006360,1
20250814,006370,
20250818,006370,1
20250814,006380,
20250818,006380,1
20250814,006390,
20250818,006390,1
20250814,006400,
20250818,006400,1
20250814,006405,
20250818,006405,1
20250814,006490,
20250818,006490,1
20250814,006570,
20250818,006570,1
20250814,006620,
20250818,006620,1
20250814,006650,
20250818,006650,1
20250814,006660,
20250818,006660,1
20250814,006730,
20250818,006730,1
20250814,006740,
20250818,006740,1
20250814,006800,
20250818,006800,1
20250814,006805,
20250818,006805,1
20250814,00680K,
20250818,00680K,1
20250814,006840,
20250818,006840,1
20250814,006880,
20250818,006880,1
20250814,006890,
20250818,006890,1
20250814,006910,
20250818,006910,1
20250814,006920,
20250818,006920,1
20250814,006980,
20250818,006980,1
20250814,007070,
20250818,007070,1
20250814,007110,
20250818,007110,1
20250814,007120,
20250818,007120,1
20250814,007160,
20250818,007160,1
20250814,007210,
20250818,007210,1
20250814,007280,
20250818,007280,1
20250814,007310,
20250818,007310,1
20250814,007330,
20250818,007330,1
20250814,007340,
20250818,007340,1
20250814,007370,
20250818,007370,1
20250814,007390,
20250818,007390,1
20250814,007460,
20250818,007460,1
20250814,007530,
20250818,007530,1
20250814,007540,
20250818,007540,1
20250814,007570,
20250818,007570,1
20250814,007575,
20250818,007575,1
20250814,007590,
20250818,007590,1
20250814,007610,
20250818,007610,1
20250814,007660,
20250818,007660,1
20250814,007680,
20250818,007680,1
20250814,007690,
20250818,007690,1
20250814,007700,
20250818,007700,1
20250814,007720,
20250818,007720,1
20250814,007770,
20250818,007770,1
20250814,007810,
20250818,007810,1
20250814,007815,
20250818,007815,1
20250814,00781K,
20250818,00781K,1
20250814,007820,
20250818,007820,1
20250814,007860,
20250818,007860,1
20250814,007980,
20250818,007980,1
20250814,008040,
20250818,008040,1
20250814,008060,
20250818,008060,1
20250814,00806K,
20250818,00806K,1
20250814,008110,
20250818,008110,1
20250814,008250,
20250818,008250,1
20250814,008260,
20250818,008260,1
20250814,008290,
20250818,008290,1
20250814,008350,
20250818,008350,1
20250814,008355,
20250818,008355,1
20250814,008370,
20250818,008370,1
20250814,008420,
20250818,008420,1
20250814,008470,
20250818,008470,1
20250814,008490,
20250818,008490,1
20250814,008500,
20250818,008500,1
20250814,008600,
20250818,008600,1
20250814,008700,
20250818,008700,1
20250814,008730,
20250818,008730,1
20250814,008770,
20250818,008770,1
20250814,008775,
20250818,008775,1
20250814,008830,
20250818,008830,1
20250814,008870,
20250818,008870,1
20250814,008930,
20250818,008930,1
20250814,008970,
20250818,008970,1
20250814,009070,
20250818,009070,1
20250814,009140,
20250818,009140,1
20250814,009150,
20250818,009150,1
20250814,009155,
20250818,009155,1
20250814,009160,
20250818,009160,1
20250814,009180,
20250818,009180,1
20250814,009190,
20250818,009190,1
20250814,009200,
20250818,009200,1
20250814,009240,
20250818,009240,1
20250814,009270,
20250818,009270,1
20250814,009290,
20250818,009290,1
20250814,009300,
20250818,009300,1
20250814,009310,
20250818,009310,1
20250814,009320,
20250818,009320,1
20250814,009410,
20250818,009410,1
20250814,009415,
20250818,009415,1
20250814,009420,
20250818,009420,1
20250814,009440,
20250818,009440,1
20250814,009450,
20250818,009450,1
20250814,009460,
20250818,009460,1
20250814,009470,
20250818,009470,1
20250814,009520,
20250818,009520,1
20250814,009540,
20250818,009540,1
20250814,009580,
20250818,009580,1
20250814,009620,
20250818,009620,1
20250814,009680,
20250818,009680,1
20250814,009730,
20250818,009730,1
20250814,009770,
20250818,009770,1
20250814,009780,
20250818,009780,1
20250814,009810,
20250818,009810,1
20250814,009830,
20250818,009830,1
20250814,009835,
20250818,009835,1
20250814,009900,
20250818,009900,1
20250814,009970,
20250818,009970,1
20250814,010040,
20250818,010040,1
20250814,010060,
20250818,010060,1
20250814,010100,
20250818,010100,1
20250814,010120,
20250818,010120,1
20250814,010130,
20250818,010130,1
20250814,010140,
20250818,010140,1
20250814,010170,
20250818,010170,1
20250814,010240,
20250818,010240,1
20250814,010280,
20250818,010280,1
20250814,010400,
20250818,010400,1
20250814,010420,
20250818,010420,1
20250814,010470,
20250818,010470,1
20250814,010580,
20250818,010580,1
20250814,010600,
20250818,010600,1
20250814,010620,
20250818,010620,1
20250814,010640,
20250818,010640,1
20250814,010660,
20250818,010660,1
20250814,010690,
20250818,010690,1
20250814,010770,
20250818,010770,1
20250814,010780,
20250818,010780,1
20250814,010820,
20250818,010820,1
20250814,010950,
20250818,010950,1
20250814,010955,
20250818,010955,1
20250814,010960,
20250818,010960,1
20250814,011000,
20250818,011000,1
20250814,011040,
20250818,011040,1
20250814,011070,
20250818,011070,1
20250814,011080,
20250818,011080,1
20250814,011090,
20250818,011090,1
20250814,011150,
20250818,011150,1
20250814,011155,
20250818,011155,1
20250814,011170,
20250818,011170,1
20250814,011200,
20250818,011200,1
20250814,011210,
20250818,011210,1
20250814,011230,
20250818,011230,1
20250814,011280,
20250818,011280,1
20250814,011300,
20250818,011300,1
20250814,011320,
20250818,011320,1
20250814,011330,
20250818,011330,1
20250814,011370,
20250818,011370,1
20250814,011390,
20250818,011390,1
20250814,011420,
20250818,011420,1
20250814,011500,
20250818,011500,1
20250814,011560,
20250818,011560,1
20250814,011690,
20250818,011690,1
20250814,011700,
20250818,011700,1
20250814,011760,
20250818,011760,1
20250814,011780,
20250818,011780,1
20250814,011785,
20250818,011785,1
20250814,011790,
20250818,011790,1
20250814,011810,
20250818,011810,1
20250814,011930,
20250818,011930,1
20250814,012030,
20250818,012030,1
20250814,012160,
20250818,012160,1
20250814,012170,
20250818,012170,1
20250814,012200,
20250818,012200,1
20250814,012205,
20250818,012205,1
20250814,012210,
20250818,012210,1
20250814,012280,
20250818,012280,1
20250814,012320,
20250818,012320,1
20250814,012330,
20250818,012330,1
20250814,012340,
20250818,012340,1
20250814,012450,
20250818,012450,1
20250814,012510,
20250818,012510,1
20250814,012610,
20250818,012610,1
20250814,012620,
20250818,012620,1
20250814,012630,
20250818,012630,1
20250814,012690,
20250818,012690,1
20250814,012700,
20250818,012700,1
20250814,012750,
20250818,012750,1
20250814,012790,
20250818,012790,1
20250814,012800,
20250818,012800,1
20250814,012860,
20250818,012860,1
20250814,013000,
20250818,013000,1
20250814,013030,
20250818,013030,1
20250814,013120,
20250818,013120,1
20250814,013310,
20250818,013310,1
20250814,013360,
20250818,013360,1
20250814,013520,
20250818,013520,1
20250814,013570,
20250818,013570,1
20250814,013580,
20250818,013580,1
20250814,013700,
20250818,013700,1
20250814,013720,
20250818,013720,1
20250814,013810,
20250818,013810,1
20250814,013870,
20250818,013870,1
20250814,013890,
20250818,013890,1
20250814,013990,
20250818,013990,1
20250814,014100,
20250818,014100,1
20250814,014130,
20250818,014130,1
20250814,014160,
20250818,014160,1
20250814,014190,
20250818,014190,1
20250814,014200,
20250818,014200,1
20250814,014280,
20250818,014280,1
20250814,014285,
20250818,014285,1
20250814,014440,
20250818,014440,1
20250814,014470,
20250818,014470,1
20250814,014530,
20250818,014530,1
20250814,014570,
20250818,014570,1
20250814,014580,
20250818,014580,1
20250814,014620,
20250818,014620,1
20250814,014680,
20250818,014680,1
20250814,014710,
20250818,014710,1
20250814,014790,
20250818,014790,1
20250814,014820,
20250818,014820,1
20250814,014825,
20250818,014825,1
20250814,014830,
20250818,014830,1
20250814,014910,
20250818,014910,1
20250814,014915,
20250818,014915,1
20250814,014940,
20250818,014940,1
20250814,014970,
20250818,014970,1
20250814,014990,
20250818,014990,1
20250814,015020,
20250818,015020,1
20250814,015230,
20250818,015230,1
20250814,015260,
20250818,015260,1
20250814,015360,
20250818,015360,1
20250814,015590,
20250818,015590,1
20250814,015710,
20250818,015710,1
20250814,015750,
20250818,015750,1
20250814,015760,
20250818,015760,1
20250814,015860,
20250818,015860,1
20250814,015890,
20250818,015890,1
20250814,016090,
20250818,016090,1
20250814,016100,
20250818,016100,1
20250814,016250,
20250818,016250,1
20250814,016360,
20250818,016360,1
20250814,016380,
20250818,016380,1
20250814,016450,
20250818,016450,1
20250814,016580,
20250818,016580,1
20250814,016590,
20250818,016590,1
20250814,016600,
20250818,016600,1
20250814,016610,
20250818,016610,1
20250814,016670,
20250818,016670,1
20250814,016710,
20250818,016710,1
20250814,016740,
20250818,016740,1
20250814,016790,
20250818,016790,1
20250814,016800,
20250818,016800,1
20250814,016880,
20250818,016880,1
20250814,016920,
20250818,016920,1
20250814,017000,
20250818,017000,1
20250814,017040,
20250818,017040,1
20250814,017180,
20250818,017180,1
20250814,017250,
20250818,017250,1
20250814,017370,
20250818,017370,1
20250814,017390,
20250818,017390,1
20250814,017480,
20250818,017480,1
20250814,017510,
20250818,017510,1
20250814,017550,
20250818,017550,1
20250814,017650,
20250818,017650,1
20250814,017670,
20250818,017670,1
20250814,017800,
20250818,017800,1
20250814,017810,
20250818,017810,1
20250814,017860,
20250818,017860,1
20250814,017890,
20250818,017890,1
20250814,017900,
20250818,017900,1
20250814,017940,
20250818,017940,1
20250814,017960,
20250818,017960,1
20250814,018000,
20250818,018000,1
20250814,018120,
20250818,018120,1
20250814,018250,
20250818,018250,1
20250814,018260,
20250818,018260,1
20250814,018290,
20250818,018290,1
20250814,018310,
20250818,018310,1
20250814,018470,
20250818,018470,1
20250814,018500,
20250818,018500,1
20250814,018620,
20250818,018620,1
20250814,018670,
20250818,018670,1
20250814,018680,
20250818,018680,1
20250814,018700,
20250818,018700,1
20250814,018880,
20250818,018880,1
20250814,019010,
20250818,019010,1
20250814,019170,
20250818,019170,1
20250814,019175,
20250818,019175,1
20250814,019180,
20250818,019180,1
20250814,019210,
20250818,019210,1
20250814,019440,
20250818,019440,1
20250814,019490,
20250818,019490,1
20250814,019540,
20250818,019540,1
20250814,019550,
20250818,019550,1
20250814,019570,
20250818,019570,1
20250814,019590,
20250818,019590,1
20250814,019660,
20250818,019660,1
20250814,019680,
20250818,019680,1
20250814,019685,
20250818,019685,1
20250814,019770,
20250818,019770,1
20250814,019990,
20250818,019990,1
20250814,020000,
20250818,020000,1
20250814,020120,
20250818,020120,1
20250814,020150,
20250818,020150,1
20250814,020180,
20250818,020180,1
20250814,020400,
20250818,020400,1
20250814,020560,
20250818,020560,1
20250814,020710,
20250818,020710,1
20250814,020760,
20250818,020760,1
20250814,021040,
20250818,021040,1
20250814,021045,
20250818,021045,1
20250814,021050,
20250818,021050,1
20250814,021080,
20250818,021080,1
20250814,021240,
20250818,021240,1
20250814,021320,
20250818,021320,1
20250814,021650,
20250818,021650,1
20250814,021820,
20250818,021820,1
20250814,021880,
20250818,021880,1
20250814,022100,
20250818,022100,1
20250814,022220,
20250818,022220,1
20250814,023000,
20250818,023000,1
20250814,023150,
20250818,023150,1
20250814,023160,
20250818,023160,1
20250814,023350,
20250818,023350,1
20250814,023410,
20250818,023410,1
20250814,023440,
20250818,023440,1
20250814,023450,
20250818,023450,1
20250814,023530,
20250818,023530,1
20250814,023590,
20250818,023590,1
20250814,023600,
20250818,023600,1
20250814,023760,
20250818,023760,1
20250814,023770,
20250818,023770,1
20250814,023790,
20250818,023790,1
20250814,023800,
20250818,023800,1
20250814,023810,
20250818,023810,1
20250814,023900,
20250818,023900,1
20250814,023910,
20250818,023910,1
20250814,023960,
20250818,023960,1
20250814,024060,
20250818,024060,1
20250814,024070,
20250818,024070,1
20250814,024090,
20250818,024090,1
20250814,024110,
20250818,024110,1
20250814,024120,
20250818,024120,1
20250814,024720,
20250818,024720,1
20250814,024740,
20250818,024740,1
20250814,024800,
20250818,024800,1
20250814,024810,
20250818,024810,1
20250814,024830,
20250818,024830,1
20250814,024840,
20250818,024840,1
20250814,024850,
20250818,024850,1
20250814,024880,
20250818,024880,1
20250814,024890,
20250818,024890,1
20250814,024900,
20250818,024900,1
20250814,024910,
20250818,024910,1
20250814,024940,
20250818,024940,1
20250814,024950,
20250818,024950,1
20250814,025000,
20250818,025000,1
20250814,025320,
20250818,025320,1
20250814,025440,
20250818,025440,1
20250814,025530,
20250818,025530,1
20250814,025540,
20250818,025540,1
20250814,025550,
20250818,025550,1
20250814,025560,
20250818,025560,1
20250814,025620,
20250818,025620,1
20250814,025750,
20250818,025750,1
20250814,025770,
20250818,025770,1
20250814,025820,
20250818,025820,1
20250814,025860,
20250818,025860,1
20250814,025870,
20250818,025870,1
20250814,025880,
20250818,025880,1
20250814,025890,
20250818,025890,1
20250814,025900,
20250818,025900,1
20250814,025950,
20250818,025950,1
20250814,025980,
20250818,025980,1
20250814,026040,
20250818,026040,1
20250814,026150,
20250818,026150,1
20250814,026890,
20250818,026890,1
20250814,026910,
20250818,026910,1
20250814,026940,
20250818,026940,1
20250814,026960,
20250818,026960,1
20250814,027040,
20250818,027040,1
20250814,027050,
20250818,027050,1
20250814,027360,
20250818,027360,1
20250814,027410,
20250818,027410,1
20250814,027580,
20250818,027580,1
20250814,027710,
20250818,027710,1
20250814,027740,
20250818,027740,1
20250814,027830,
20250818,027830,1
20250814,027970,
20250818,027970,1
20250814,028050,
20250818,028050,1
20250814,028080,
20250818,028080,1
20250814,028100,
20250818,028100,1
20250814,028260,
20250818,028260,1
20250814,02826K,
20250818,02826K,1
20250814,028300,
20250818,028300,1
20250814,028670,
20250818,028670,1
20250814,029460,
20250818,029460,1
20250814,029480,
20250818,029480,1
20250814,029530,
20250818,029530,1
20250814,029780,
20250818,029780,1
20250814,030000,
20250818,030000,1
20250814,030190,
20250818,030190,1
20250814,030200,
20250818,030200,1
20250814,030210,
20250818,030210,1
20250814,030350,
20250818,030350,1
20250814,030520,
20250818,030520,1
20250814,030530,
20250818,030530,1
20250814,030610,
20250818,030610,1
20250814,030720,
20250818,030720,1
20250814,030960,
20250818,030960,1
20250814,031210,
20250818,031210,1
20250814,031310,
20250818,031310,1
20250814,031330,
20250818,031330,1
20250814,031430,
20250818,031430,1
20250814,031440,
20250818,031440,1
20250814,031510,
20250818,031510,1
20250814,031820,
20250818,031820,1
20250814,031860,
20250818,031860,1
20250814,031980,
20250818,031980,1
20250814,032080,
20250818,032080,1
20250814,032190,
20250818,032190,1
20250814,032280,
20250818,032280,1
20250814,032300,
20250818,032300,1
20250814,032350,
20250818,032350,1
20250814,032500,
20250818,032500,1
20250814,032540,
20250818,032540,1
20250814,032560,
20250818,032560,1
20250814,032580,
20250818,032580,1
20250814,032620,
20250818,032620,1
20250814,032640,
20250818,032640,1
20250814,032680,
20250818,032680,1
20250814,032685,
20250818,032685,1
20250814,032750,
20250818,032750,1
20250814,032790,
20250818,032790,1
20250814,032800,
20250818,032800,1
20250814,032820,
20250818,032820,1
20250814,032830,
20250818,032830,1
20250814,032850,
20250818,032850,1
20250814,032860,
20250818,032860,1
20250814,032940,
20250818,032940,1
20250814,032960,
20250818,032960,1
20250814,032980,
20250818,032980,1
20250814,033050,
20250818,033050,1
20250814,033100,
20250818,033100,1
20250814,033130,
20250818,033130,1
20250814,033160,
20250818,033160,1
20250814,033170,
20250818,033170,1
20250814,033180,
20250818,033180,1
20250814,033200,
20250818,033200,1
20250814,033230,
20250818,033230,1
20250814,033240,
20250818,033240,1
20250814,033250,
20250818,033250,1
20250814,033270,
20250818,033270,1
20250814,033290,
20250818,033290,1
20250814,033310,
20250818,033310,1
20250814,033320,
20250818,033320,1
20250814,033340,
20250818,033340,1
20250814,033500,
20250818,033500,1
20250814,033530,
20250818,033530,1
20250814,033540,
20250818,033540,1
20250814,033560,
20250818,033560,1
20250814,033640,
20250818,033640,1
20250814,033780,
20250818,033780,1
20250814,033790,
20250818,033790,1
20250814,033830,
20250818,033830,1
20250814,033920,
20250818,033920,1
20250814,034020,
20250818,034020,1
20250814,034120,
20250818,034120,1
20250814,034220,
20250818,034220,1
20250814,034230,
20250818,034230,1
20250814,034310,
20250818,034310,1
20250814,034590,
20250818,034590,1
20250814,034730,
20250818,034730,1
20250814,03473K,
20250818,03473K,1
20250814,034810,
20250818,034810,1
20250814,03481K,
20250818,03481K,1
20250814,034830,
20250818,034830,1
20250814,034940,
20250818,034940,1
20250814,034950,
20250818,034950,1
20250814,035000,
20250818,035000,1
20250814,035080,
20250818,035080,1
20250814,035150,
20250818,035150,1
20250814,035200,
20250818,035200,1
20250814,035250,
20250818,035250,1
